"w1","w2","loss"
0.845,0.24375,0.00260424657816642
0.85,0.24375,0.00276012771760173
0.855,0.24375,0.00292504113505483
0.86,0.24375,0.00309889067706835
0.865,0.24375,0.00328158058342504
0.87,0.24375,0.00347301549028212
0.875,0.24375,0.00367310043321021
0.88,0.24375,0.00388174085013923
0.885,0.24375,0.00409884258421401
0.89,0.24375,0.00432431188656185
0.895,0.24375,0.00455805541897451
0.9,0.24375,0.00479998025650685
0.7,0.25,0.00244661069190486
0.705,0.25,0.00228930199831624
0.71,0.25,0.00214397987455143
0.715,0.25,0.00201053961950386
0.72,0.25,0.00188887677125662
0.725,0.25,0.00177888711418935
0.73,0.25,0.00168046668589347
0.735,0.25,0.00159351178390009
0.74,0.25,0.00151791897222466
0.745,0.25,0.00145358508773251
0.75,0.25,0.00140040724632941
0.755,0.25,0.0013582828489812
0.76,0.25,0.00132710958756641
0.765,0.25,0.00130678545056594
0.77,0.25,0.00129720872859365
0.775,0.25,0.00129827801977165
0.78,0.25,0.00130989223495421
0.785,0.25,0.00133195060280393
0.79,0.25,0.00136435267472387
0.795,0.25,0.00140699832964931
0.8,0.25,0.00145978777870268
0.805,0.25,0.00152262156971512
0.81,0.25,0.00159540059161818
0.815,0.25,0.00167802607870902
0.82,0.25,0.00177039961479237
0.825,0.25,0.00187242313720255
0.83,0.25,0.00198399894070881
0.835,0.25,0.00210502968130688
0.84,0.25,0.00223541837990007
0.845,0.25,0.00237506842587268
0.85,0.25,0.00252388358055877
0.855,0.25,0.00268176798060907
0.86,0.25,0.00284862614125891
0.865,0.25,0.0030243629594997
0.87,0.25,0.00320888371715691
0.875,0.25,0.0034020940838768
0.88,0.25,0.00360390012002474
0.885,0.25,0.00381420827949724
0.89,0.25,0.00403292541245043
0.895,0.25,0.00425995876794701
0.9,0.25,0.00449521599652412
0.7,0.25625,0.00244786691380215
0.705,0.25625,0.00228270109940639
0.71,0.25625,0.00212953399485542
0.715,0.25625,0.00198826186623206
0.72,0.25625,0.00185878121112769
0.725,0.25625,0.00174098876555013
0.73,0.25625,0.00163478151064476
0.735,0.25625,0.0015400566792333
0.74,0.25625,0.00145671176217411
0.745,0.25625,0.00138464451454859
